article,word,n,total,tf,idf,tf_idf
Article 4,year,2,1582,0.0012642225031605564,0.1823215567939546,2.304950149101828e-4
Article 4,yet,2,1582,0.0012642225031605564,0.5389965007326869,6.814115053510581e-4
Article 5,1,2,3386,5.906674542232723e-4,0.8754687373538999,5.171108903448907e-4
Article 5,20,2,3386,5.906674542232723e-4,0.6931471805599453,4.0941948054338173e-4
Article 5,2019,2,3386,5.906674542232723e-4,1.3862943611198906,8.188389610867635e-4
Article 5,accountability,2,3386,5.906674542232723e-4,2.4849066497880004,0.0014677534848127585
Article 5,across,2,3386,5.906674542232723e-4,0.6931471805599453,4.0941948054338173e-4
Article 5,addressed,2,3386,5.906674542232723e-4,1.791759469228055,0.0010583340042693767
Article 5,aftermath,2,3386,5.906674542232723e-4,2.4849066497880004,0.0014677534848127585
Article 5,against,2,3386,5.906674542232723e-4,0.6931471805599453,4.0941948054338173e-4
Article 5,aid,2,3386,5.906674542232723e-4,2.4849066497880004,0.0014677534848127585
Article 5,almost,2,3386,5.906674542232723e-4,2.4849066497880004,0.0014677534848127585
Article 5,already,2,3386,5.906674542232723e-4,0.4054651081081644,2.3949504318261332e-4
Article 5,ann,2,3386,5.906674542232723e-4,2.4849066497880004,0.0014677534848127585
Article 5,atop,2,3386,5.906674542232723e-4,2.4849066497880004,0.0014677534848127585
Article 5,basis,2,3386,5.906674542232723e-4,1.3862943611198906,8.188389610867635e-4
Article 5,battered,2,3386,5.906674542232723e-4,1.791759469228055,0.0010583340042693767
Article 5,behind,2,3386,5.906674542232723e-4,2.4849066497880004,0.0014677534848127585
Article 5,being,2,3386,5.906674542232723e-4,0.4054651081081644,2.3949504318261332e-4
Article 5,belt,2,3386,5.906674542232723e-4,2.4849066497880004,0.0014677534848127585
Article 5,biden,2,3386,5.906674542232723e-4,1.3862943611198906,8.188389610867635e-4
Article 5,carbon,2,3386,5.906674542232723e-4,0.1823215567939546,1.0769140980150891e-4
Article 5,caused,2,3386,5.906674542232723e-4,0.5389965007326869,3.1836769092302827e-4
Article 5,ceiling,2,3386,5.906674542232723e-4,2.4849066497880004,0.0014677534848127585
Article 5,celsius,2,3386,5.906674542232723e-4,0.6931471805599453,4.0941948054338173e-4
Article 5,clear,2,3386,5.906674542232723e-4,0.8754687373538999,5.171108903448907e-4
Article 5,climates,2,3386,5.906674542232723e-4,2.4849066497880004,0.0014677534848127585
Article 5,closed,2,3386,5.906674542232723e-4,2.4849066497880004,0.0014677534848127585
Article 5,coast,2,3386,5.906674542232723e-4,2.4849066497880004,0.0014677534848127585
Article 5,colonizers,2,3386,5.906674542232723e-4,2.4849066497880004,0.0014677534848127585
Article 5,coming,2,3386,5.906674542232723e-4,1.0986122886681098,6.489145237259952e-4
Article 5,communities,2,3386,5.906674542232723e-4,1.3862943611198906,8.188389610867635e-4
Article 5,community,2,3386,5.906674542232723e-4,1.3862943611198906,8.188389610867635e-4
Article 5,compensate,2,3386,5.906674542232723e-4,1.791759469228055,0.0010583340042693767
Article 5,concrete,2,3386,5.906674542232723e-4,1.791759469228055,0.0010583340042693767
Article 5,congress,2,3386,5.906674542232723e-4,1.3862943611198906,8.188389610867635e-4
Article 5,consequences,2,3386,5.906674542232723e-4,1.0986122886681098,6.489145237259952e-4
Article 5,control,2,3386,5.906674542232723e-4,2.4849066497880004,0.0014677534848127585
Article 5,course,2,3386,5.906674542232723e-4,1.0986122886681098,6.489145237259952e-4
Article 5,cross,2,3386,5.906674542232723e-4,2.4849066497880004,0.0014677534848127585
Article 5,dead,2,3386,5.906674542232723e-4,1.791759469228055,0.0010583340042693767
Article 5,decades,2,3386,5.906674542232723e-4,0.5389965007326869,3.1836769092302827e-4
Article 5,despite,2,3386,5.906674542232723e-4,1.0986122886681098,6.489145237259952e-4
Article 5,devastated,2,3386,5.906674542232723e-4,1.3862943611198906,8.188389610867635e-4
Article 5,did,2,3386,5.906674542232723e-4,0.6931471805599453,4.0941948054338173e-4
Article 5,didn’t,2,3386,5.906674542232723e-4,1.3862943611198906,8.188389610867635e-4
Article 5,discussion,2,3386,5.906674542232723e-4,1.791759469228055,0.0010583340042693767
Article 5,domes,2,3386,5.906674542232723e-4,2.4849066497880004,0.0014677534848127585
Article 5,don’t,2,3386,5.906674542232723e-4,0.8754687373538999,5.171108903448907e-4
Article 5,doors,2,3386,5.906674542232723e-4,1.791759469228055,0.0010583340042693767
Article 5,dry,2,3386,5.906674542232723e-4,1.791759469228055,0.0010583340042693767
Article 5,during,2,3386,5.906674542232723e-4,0.8754687373538999,5.171108903448907e-4
Article 5,enough,2,3386,5.906674542232723e-4,0.8754687373538999,5.171108903448907e-4
Article 5,facing,2,3386,5.906674542232723e-4,1.791759469228055,0.0010583340042693767
Article 5,far,2,3386,5.906674542232723e-4,0.6931471805599453,4.0941948054338173e-4
Article 5,feeling,2,3386,5.906674542232723e-4,2.4849066497880004,0.0014677534848127585
Article 5,felt,2,3386,5.906674542232723e-4,1.791759469228055,0.0010583340042693767
Article 5,foundation,2,3386,5.906674542232723e-4,1.0986122886681098,6.489145237259952e-4
Article 5,funds,2,3386,5.906674542232723e-4,1.3862943611198906,8.188389610867635e-4
Article 5,future,2,3386,5.906674542232723e-4,0.5389965007326869,3.1836769092302827e-4
Article 5,gas,2,3386,5.906674542232723e-4,0.5389965007326869,3.1836769092302827e-4
Article 5,given,2,3386,5.906674542232723e-4,1.3862943611198906,8.188389610867635e-4
Article 5,going,2,3386,5.906674542232723e-4,0.6931471805599453,4.0941948054338173e-4
Article 5,good,2,3386,5.906674542232723e-4,1.3862943611198906,8.188389610867635e-4
Article 5,green,2,3386,5.906674542232723e-4,1.791759469228055,0.0010583340042693767
Article 5,greenhouse,2,3386,5.906674542232723e-4,0.6931471805599453,4.0941948054338173e-4
Article 5,here,2,3386,5.906674542232723e-4,0.8754687373538999,5.171108903448907e-4
Article 5,history,2,3386,5.906674542232723e-4,1.791759469228055,0.0010583340042693767
Article 5,husband,2,3386,5.906674542232723e-4,1.791759469228055,0.0010583340042693767
Article 5,included,2,3386,5.906674542232723e-4,1.3862943611198906,8.188389610867635e-4
Article 5,incredibly,2,3386,5.906674542232723e-4,1.791759469228055,0.0010583340042693767
Article 5,indigenous,2,3386,5.906674542232723e-4,2.4849066497880004,0.0014677534848127585
Article 5,infrastructure,2,3386,5.906674542232723e-4,1.3862943611198906,8.188389610867635e-4
Article 5,issue,2,3386,5.906674542232723e-4,0.8754687373538999,5.171108903448907e-4
Article 5,it’s,2,3386,5.906674542232723e-4,0.6931471805599453,4.0941948054338173e-4
Article 5,justice,2,3386,5.906674542232723e-4,1.3862943611198906,8.188389610867635e-4
Article 5,knowledge,2,3386,5.906674542232723e-4,1.0986122886681098,6.489145237259952e-4
Article 5,landfall,2,3386,5.906674542232723e-4,2.4849066497880004,0.0014677534848127585
Article 5,landmark,2,3386,5.906674542232723e-4,1.791759469228055,0.0010583340042693767
Article 5,least,2,3386,5.906674542232723e-4,0.6931471805599453,4.0941948054338173e-4
Article 5,liability,2,3386,5.906674542232723e-4,2.4849066497880004,0.0014677534848127585
Article 5,lines,2,3386,5.906674542232723e-4,2.4849066497880004,0.0014677534848127585
Article 5,living,2,3386,5.906674542232723e-4,2.4849066497880004,0.0014677534848127585
Article 5,longer,2,3386,5.906674542232723e-4,0.6931471805599453,4.0941948054338173e-4
Article 5,low,2,3386,5.906674542232723e-4,1.3862943611198906,8.188389610867635e-4
Article 5,madness,2,3386,5.906674542232723e-4,2.4849066497880004,0.0014677534848127585
Article 5,make,2,3386,5.906674542232723e-4,0.28768207245178085,1.6992443736076838e-4
Article 5,managing,2,3386,5.906674542232723e-4,2.4849066497880004,0.0014677534848127585
Article 5,mather,2,3386,5.906674542232723e-4,2.4849066497880004,0.0014677534848127585
Article 5,may,2,3386,5.906674542232723e-4,0.4054651081081644,2.3949504318261332e-4
Article 5,mechanism,2,3386,5.906674542232723e-4,2.4849066497880004,0.0014677534848127585
Article 5,mention,2,3386,5.906674542232723e-4,2.4849066497880004,0.0014677534848127585
Article 5,met,2,3386,5.906674542232723e-4,1.791759469228055,0.0010583340042693767
Article 5,miles,2,3386,5.906674542232723e-4,1.0986122886681098,6.489145237259952e-4
Article 5,million,2,3386,5.906674542232723e-4,0.8754687373538999,5.171108903448907e-4
Article 5,millions,2,3386,5.906674542232723e-4,1.0986122886681098,6.489145237259952e-4
Article 5,minister,2,3386,5.906674542232723e-4,1.791759469228055,0.0010583340042693767
Article 5,months,2,3386,5.906674542232723e-4,2.4849066497880004,0.0014677534848127585
Article 5,negotiated,2,3386,5.906674542232723e-4,2.4849066497880004,0.0014677534848127585
Article 5,off,2,3386,5.906674542232723e-4,0.8754687373538999,5.171108903448907e-4
Article 5,others,2,3386,5.906674542232723e-4,0.8754687373538999,5.171108903448907e-4
Article 5,pandemic,2,3386,5.906674542232723e-4,1.3862943611198906,8.188389610867635e-4
Article 5,philippines,2,3386,5.906674542232723e-4,2.4849066497880004,0.0014677534848127585
Article 5,pine,2,3386,5.906674542232723e-4,1.791759469228055,0.0010583340042693767
Article 5,planet,2,3386,5.906674542232723e-4,0.1823215567939546,1.0769140980150891e-4
Article 5,point,2,3386,5.906674542232723e-4,0.5389965007326869,3.1836769092302827e-4
Article 5,policies,2,3386,5.906674542232723e-4,1.0986122886681098,6.489145237259952e-4
Article 5,pool,2,3386,5.906674542232723e-4,2.4849066497880004,0.0014677534848127585
Article 5,power,2,3386,5.906674542232723e-4,0.5389965007326869,3.1836769092302827e-4
Article 5,powers,2,3386,5.906674542232723e-4,1.791759469228055,0.0010583340042693767
Article 5,president,2,3386,5.906674542232723e-4,0.8754687373538999,5.171108903448907e-4
Article 5,program,2,3386,5.906674542232723e-4,1.0986122886681098,6.489145237259952e-4
Article 5,project,2,3386,5.906674542232723e-4,2.4849066497880004,0.0014677534848127585
Article 5,prove,2,3386,5.906674542232723e-4,1.0986122886681098,6.489145237259952e-4
Article 5,qualify,2,3386,5.906674542232723e-4,2.4849066497880004,0.0014677534848127585
Article 5,question,2,3386,5.906674542232723e-4,1.3862943611198906,8.188389610867635e-4
Article 5,really,2,3386,5.906674542232723e-4,1.791759469228055,0.0010583340042693767
Article 5,rebuild,2,3386,5.906674542232723e-4,1.791759469228055,0.0010583340042693767
Article 5,red,2,3386,5.906674542232723e-4,1.3862943611198906,8.188389610867635e-4
Article 5,repairs,2,3386,5.906674542232723e-4,2.4849066497880004,0.0014677534848127585
Article 5,rescue,2,3386,5.906674542232723e-4,1.791759469228055,0.0010583340042693767
Article 5,residents,2,3386,5.906674542232723e-4,1.3862943611198906,8.188389610867635e-4
Article 5,roof,2,3386,5.906674542232723e-4,2.4849066497880004,0.0014677534848127585
Article 5,scientist,2,3386,5.906674542232723e-4,0.8754687373538999,5.171108903448907e-4
Article 5,see,2,3386,5.906674542232723e-4,0.6931471805599453,4.0941948054338173e-4
Article 5,set,2,3386,5.906674542232723e-4,1.0986122886681098,6.489145237259952e-4
Article 5,shelter,2,3386,5.906674542232723e-4,2.4849066497880004,0.0014677534848127585
Article 5,shoreline,2,3386,5.906674542232723e-4,2.4849066497880004,0.0014677534848127585
Article 5,singh,2,3386,5.906674542232723e-4,2.4849066497880004,0.0014677534848127585
Article 5,six,2,3386,5.906674542232723e-4,0.5389965007326869,3.1836769092302827e-4
Article 5,sky,2,3386,5.906674542232723e-4,2.4849066497880004,0.0014677534848127585
Article 5,something,2,3386,5.906674542232723e-4,1.0986122886681098,6.489145237259952e-4
Article 5,son,2,3386,5.906674542232723e-4,1.791759469228055,0.0010583340042693767
Article 5,sopoaga,2,3386,5.906674542232723e-4,2.4849066497880004,0.0014677534848127585
Article 5,state,2,3386,5.906674542232723e-4,0.6931471805599453,4.0941948054338173e-4
Article 5,stream,2,3386,5.906674542232723e-4,1.791759469228055,0.0010583340042693767
Article 5,strength,2,3386,5.906674542232723e-4,2.4849066497880004,0.0014677534848127585
Article 5,sustained,2,3386,5.906674542232723e-4,2.4849066497880004,0.0014677534848127585
Article 5,taking,2,3386,5.906674542232723e-4,0.5389965007326869,3.1836769092302827e-4
Article 5,tearing,2,3386,5.906674542232723e-4,2.4849066497880004,0.0014677534848127585
Article 5,then,2,3386,5.906674542232723e-4,0.8754687373538999,5.171108903448907e-4
Article 5,there’s,2,3386,5.906674542232723e-4,1.791759469228055,0.0010583340042693767
Article 5,though,2,3386,5.906674542232723e-4,1.3862943611198906,8.188389610867635e-4
Article 5,through,2,3386,5.906674542232723e-4,0.5389965007326869,3.1836769092302827e-4
Article 5,toward,2,3386,5.906674542232723e-4,1.0986122886681098,6.489145237259952e-4
Article 5,trump,2,3386,5.906674542232723e-4,1.791759469228055,0.0010583340042693767
Article 5,tyrone,2,3386,5.906674542232723e-4,2.4849066497880004,0.0014677534848127585
Article 5,understanding,2,3386,5.906674542232723e-4,1.3862943611198906,8.188389610867635e-4
Article 5,union,2,3386,5.906674542232723e-4,1.0986122886681098,6.489145237259952e-4
Article 5,upon,2,3386,5.906674542232723e-4,1.791759469228055,0.0010583340042693767
Article 5,whole,2,3386,5.906674542232723e-4,1.791759469228055,0.0010583340042693767
Article 5,whose,2,3386,5.906674542232723e-4,0.8754687373538999,5.171108903448907e-4
Article 5,wilmore,2,3386,5.906674542232723e-4,2.4849066497880004,0.0014677534848127585
Article 5,wind,2,3386,5.906674542232723e-4,0.6931471805599453,4.0941948054338173e-4
Article 5,windows,2,3386,5.906674542232723e-4,2.4849066497880004,0.0014677534848127585
Article 5,woman,2,3386,5.906674542232723e-4,1.791759469228055,0.0010583340042693767
Article 5,year,2,3386,5.906674542232723e-4,0.1823215567939546,1.0769140980150891e-4
Article 5,zemis,2,3386,5.906674542232723e-4,2.4849066497880004,0.0014677534848127585
Article 6,2020s,2,1056,0.001893939393939394,2.4849066497880004,0.004706262594295455
Article 6,2100,2,1056,0.001893939393939394,1.791759469228055,0.003393483843234953
Article 6,action,2,1056,0.001893939393939394,0.1823215567939546,3.4530597877642917e-4
Article 6,adding,2,1056,0.001893939393939394,1.3862943611198906,0.002625557502121005
Article 6,against,2,1056,0.001893939393939394,0.6931471805599453,0.0013127787510605025
Article 6,agency's,2,1056,0.001893939393939394,1.791759469228055,0.003393483843234953
Article 6,ahead,2,1056,0.001893939393939394,1.0986122886681098,0.0020807050921744503
Article 6,all,2,1056,0.001893939393939394,0.1823215567939546,3.4530597877642917e-4
Article 6,also,2,1056,0.001893939393939394,0.0870113769896297,1.6479427460157142e-4
Article 6,at,2,1056,0.001893939393939394,0,0
Article 6,atmosphere,2,1056,0.001893939393939394,1.0986122886681098,0.0020807050921744503
Article 6,avert,2,1056,0.001893939393939394,1.791759469228055,0.003393483843234953
Article 6,avoid,2,1056,0.001893939393939394,1.3862943611198906,0.002625557502121005
Article 6,away,2,1056,0.001893939393939394,0.8754687373538999,0.0016580847298369315
Article 6,birol,2,1056,0.001893939393939394,2.4849066497880004,0.004706262594295455
Article 6,cars,2,1056,0.001893939393939394,2.4849066497880004,0.004706262594295455
Article 6,cleaner,2,1056,0.001893939393939394,1.791759469228055,0.003393483843234953
Article 6,currently,2,1056,0.001893939393939394,1.3862943611198906,0.002625557502121005
Article 6,decline,2,1056,0.001893939393939394,1.791759469228055,0.003393483843234953
Article 6,electricity,2,1056,0.001893939393939394,1.3862943611198906,0.002625557502121005
Article 6,european,2,1056,0.001893939393939394,1.0986122886681098,0.0020807050921744503
Article 6,even,2,1056,0.001893939393939394,0.1823215567939546,3.4530597877642917e-4
Article 6,ever,2,1056,0.001893939393939394,1.791759469228055,0.003393483843234953
Article 6,fall,2,1056,0.001893939393939394,1.0986122886681098,0.0020807050921744503
Article 6,far,2,1056,0.001893939393939394,0.6931471805599453,0.0013127787510605025
Article 6,few,2,1056,0.001893939393939394,1.0986122886681098,0.0020807050921744503
Article 6,fight,2,1056,0.001893939393939394,1.0986122886681098,0.0020807050921744503
Article 6,financing,2,1056,0.001893939393939394,1.791759469228055,0.003393483843234953
Article 6,found,2,1056,0.001893939393939394,1.0986122886681098,0.0020807050921744503
Article 6,fuel,2,1056,0.001893939393939394,0.8754687373538999,0.0016580847298369315
Article 6,gas,2,1056,0.001893939393939394,0.5389965007326869,0.001020826705933119
Article 6,half,2,1056,0.001893939393939394,0.8754687373538999,0.0016580847298369315
Article 6,happen,2,1056,0.001893939393939394,1.3862943611198906,0.002625557502121005
Article 6,heat,2,1056,0.001893939393939394,0.5389965007326869,0.001020826705933119
