"","articles","word","n","total","tf","idf","tf_idf"
"1073","LATimes2","commitments",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1074","LATimes2","communities",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1075","LATimes2","conservancy",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1076","LATimes2","conservation.the",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1077","LATimes2","core",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1078","LATimes2","covid",1,777,0.00289017341040462,1.6094379124341,0.00465155466021416
"1079","LATimes2","dagomar",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1080","LATimes2","degroot",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1081","LATimes2","demand",1,777,0.00289017341040462,1.6094379124341,0.00465155466021416
"1082","LATimes2","dioxide",1,777,0.00289017341040462,1.6094379124341,0.00465155466021416
"1083","LATimes2","dismissal",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1084","LATimes2","do.next",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1085","LATimes2","doom",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1086","LATimes2","doomism",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1087","LATimes2","drought",1,777,0.00289017341040462,0.693147180559945,0.00200331555075129
"1088","LATimes2","dying.an",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1089","LATimes2","earth",1,777,0.00289017341040462,1.20397280432594,0.00347969018591311
"1090","LATimes2","economy",1,777,0.00289017341040462,1.6094379124341,0.00465155466021416
"1091","LATimes2","effects",1,777,0.00289017341040462,0.510825623765991,0.00147637463516182
"1092","LATimes2","efficiency",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1093","LATimes2","efforts",1,777,0.00289017341040462,1.20397280432594,0.00347969018591311
"1094","LATimes2","estimates",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1095","LATimes2","europe",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1096","LATimes2","evolving",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1097","LATimes2","experience",1,777,0.00289017341040462,1.6094379124341,0.00465155466021416
"1098","LATimes2","extreme",1,777,0.00289017341040462,0.356674943938732,0.00103085243912928
"1099","LATimes2","fear",1,777,0.00289017341040462,1.20397280432594,0.00347969018591311
"1100","LATimes2","fewer",1,777,0.00289017341040462,1.6094379124341,0.00465155466021416
"1101","LATimes2","firsthand",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1102","LATimes2","flooding",1,777,0.00289017341040462,1.6094379124341,0.00465155466021416
"1103","LATimes2","follow",1,777,0.00289017341040462,1.6094379124341,0.00465155466021416
"1104","LATimes2","foot",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1105","LATimes2","forecast",1,777,0.00289017341040462,0.916290731874155,0.00264823910946288
"1106","LATimes2","forecasts",1,777,0.00289017341040462,1.6094379124341,0.00465155466021416
"1107","LATimes2","fossil",1,777,0.00289017341040462,0.693147180559945,0.00200331555075129
"1108","LATimes2","found",1,777,0.00289017341040462,1.6094379124341,0.00465155466021416
"1109","LATimes2","fuel",1,777,0.00289017341040462,0.916290731874155,0.00264823910946288
"1110","LATimes2","futile",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1111","LATimes2","gas",1,777,0.00289017341040462,1.20397280432594,0.00347969018591311
"1112","LATimes2","gather",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1113","LATimes2","george",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1114","LATimes2","georgetown",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1115","LATimes2","glimmers",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1116","LATimes2","goal",1,777,0.00289017341040462,1.6094379124341,0.00465155466021416
"1117","LATimes2","government",1,777,0.00289017341040462,0.916290731874155,0.00264823910946288
"1118","LATimes2","grabbed",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1119","LATimes2","grandchildren",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1120","LATimes2","grounds",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1121","LATimes2","guterres",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1122","LATimes2","hard",1,777,0.00289017341040462,1.6094379124341,0.00465155466021416
"1123","LATimes2","harder",1,777,0.00289017341040462,0.916290731874155,0.00264823910946288
"1124","LATimes2","head",1,777,0.00289017341040462,1.6094379124341,0.00465155466021416
"1125","LATimes2","heating",1,777,0.00289017341040462,1.6094379124341,0.00465155466021416
"1126","LATimes2","helpful",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1127","LATimes2","historian",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1128","LATimes2","holding",1,777,0.00289017341040462,1.6094379124341,0.00465155466021416
"1129","LATimes2","hope.doomism",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1130","LATimes2","horizon.public",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1131","LATimes2","house",1,777,0.00289017341040462,1.20397280432594,0.00347969018591311
"1132","LATimes2","humanity",1,777,0.00289017341040462,1.20397280432594,0.00347969018591311
"1133","LATimes2","humans",1,777,0.00289017341040462,1.6094379124341,0.00465155466021416
"1134","LATimes2","impending",1,777,0.00289017341040462,1.6094379124341,0.00465155466021416
"1135","LATimes2","implausible",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1136","LATimes2","improbable",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1137","LATimes2","inaction",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1138","LATimes2","including",1,777,0.00289017341040462,0.916290731874155,0.00264823910946288
"1139","LATimes2","increase",1,777,0.00289017341040462,1.20397280432594,0.00347969018591311
"1140","LATimes2","increases",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1141","LATimes2","increasingly",1,777,0.00289017341040462,1.20397280432594,0.00347969018591311
"1142","LATimes2","industrial",1,777,0.00289017341040462,1.6094379124341,0.00465155466021416
"1143","LATimes2","industries",1,777,0.00289017341040462,1.6094379124341,0.00465155466021416
"1144","LATimes2","inevitable",1,777,0.00289017341040462,1.6094379124341,0.00465155466021416
"1145","LATimes2","intention",1,777,0.00289017341040462,1.6094379124341,0.00465155466021416
"1146","LATimes2","intergovernmental",1,777,0.00289017341040462,1.20397280432594,0.00347969018591311
"1147","LATimes2","international",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1148","LATimes2","ipcc",1,777,0.00289017341040462,1.6094379124341,0.00465155466021416
"1149","LATimes2","irreversible",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1150","LATimes2","issues",1,777,0.00289017341040462,1.6094379124341,0.00465155466021416
"1151","LATimes2","katharine",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1152","LATimes2","leads",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1153","LATimes2","level.that",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1154","LATimes2","locomotive",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1155","LATimes2","low",1,777,0.00289017341040462,0.916290731874155,0.00264823910946288
"1156","LATimes2","major",1,777,0.00289017341040462,0.693147180559945,0.00200331555075129
"1157","LATimes2","makes",1,777,0.00289017341040462,1.20397280432594,0.00347969018591311
"1158","LATimes2","marked",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1159","LATimes2","mason",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1160","LATimes2","massive",1,777,0.00289017341040462,1.6094379124341,0.00465155466021416
"1161","LATimes2","meeting",1,777,0.00289017341040462,1.6094379124341,0.00465155466021416
"1162","LATimes2","messaging",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1163","LATimes2","moved",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1164","LATimes2","movement's",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1165","LATimes2","nancy",1,777,0.00289017341040462,1.6094379124341,0.00465155466021416
"1166","LATimes2","nations",1,777,0.00289017341040462,0.916290731874155,0.00264823910946288
"1167","LATimes2","nature",1,777,0.00289017341040462,1.20397280432594,0.00347969018591311
"1168","LATimes2","official",1,777,0.00289017341040462,1.6094379124341,0.00465155466021416
"1169","LATimes2","oil",1,777,0.00289017341040462,1.6094379124341,0.00465155466021416
"1170","LATimes2","opinion",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1171","LATimes2","optimistic",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1172","LATimes2","others.the",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1173","LATimes2","outlier.the",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1174","LATimes2","panel",1,777,0.00289017341040462,1.20397280432594,0.00347969018591311
"1175","LATimes2","paris",1,777,0.00289017341040462,1.6094379124341,0.00465155466021416
"1176","LATimes2","parties",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1177","LATimes2","partly",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1178","LATimes2","past",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1179","LATimes2","peak",1,777,0.00289017341040462,1.20397280432594,0.00347969018591311
"1180","LATimes2","pelosi",1,777,0.00289017341040462,1.6094379124341,0.00465155466021416
"1181","LATimes2","people",1,777,0.00289017341040462,0.693147180559945,0.00200331555075129
"1182","LATimes2","people's",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1183","LATimes2","persistent",1,777,0.00289017341040462,1.6094379124341,0.00465155466021416
"1184","LATimes2","perversely",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1185","LATimes2","pew",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1186","LATimes2","planet's",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1187","LATimes2","plateaued",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1188","LATimes2","plateauing",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1189","LATimes2","plenty",1,777,0.00289017341040462,1.6094379124341,0.00465155466021416
"1190","LATimes2","polarizing",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1191","LATimes2","political",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1192","LATimes2","president",1,777,0.00289017341040462,1.6094379124341,0.00465155466021416
"1193","LATimes2","prevent",1,777,0.00289017341040462,1.20397280432594,0.00347969018591311
"1194","LATimes2","priorities",1,777,0.00289017341040462,1.6094379124341,0.00465155466021416
"1195","LATimes2","priority",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1196","LATimes2","priority.that's",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1197","LATimes2","proclaimed",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1198","LATimes2","purpose",1,777,0.00289017341040462,1.6094379124341,0.00465155466021416
"1199","LATimes2","question",1,777,0.00289017341040462,1.20397280432594,0.00347969018591311
"1200","LATimes2","railway",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1201","LATimes2","ranging",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1202","LATimes2","rank",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1203","LATimes2","real",1,777,0.00289017341040462,1.6094379124341,0.00465155466021416
"1204","LATimes2","record",1,777,0.00289017341040462,0.693147180559945,0.00200331555075129
"1205","LATimes2","red",1,777,0.00289017341040462,1.6094379124341,0.00465155466021416
"1206","LATimes2","reduce",1,777,0.00289017341040462,0.510825623765991,0.00147637463516182
"1207","LATimes2","region",1,777,0.00289017341040462,0.916290731874155,0.00264823910946288
"1208","LATimes2","release",1,777,0.00289017341040462,1.6094379124341,0.00465155466021416
"1209","LATimes2","remembered",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1210","LATimes2","report",1,777,0.00289017341040462,0.693147180559945,0.00200331555075129
"1211","LATimes2","reported",1,777,0.00289017341040462,1.6094379124341,0.00465155466021416
"1212","LATimes2","republicans",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1213","LATimes2","research",1,777,0.00289017341040462,1.20397280432594,0.00347969018591311
"1214","LATimes2","reversing",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1215","LATimes2","risks",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1216","LATimes2","run",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1217","LATimes2","saving",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1218","LATimes2","scenario",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1219","LATimes2","scientist",1,777,0.00289017341040462,1.20397280432594,0.00347969018591311
"1220","LATimes2","scottish",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1221","LATimes2","secretary",1,777,0.00289017341040462,1.20397280432594,0.00347969018591311
"1222","LATimes2","sector",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1223","LATimes2","sense",1,777,0.00289017341040462,0.916290731874155,0.00264823910946288
"1224","LATimes2","set",1,777,0.00289017341040462,0.916290731874155,0.00264823910946288
"1225","LATimes2","short",1,777,0.00289017341040462,1.20397280432594,0.00347969018591311
"1226","LATimes2","skeptical",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1227","LATimes2","slowing",1,777,0.00289017341040462,1.6094379124341,0.00465155466021416
"1228","LATimes2","soaring",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1229","LATimes2","solar",1,777,0.00289017341040462,1.20397280432594,0.00347969018591311
"1230","LATimes2","solving",1,777,0.00289017341040462,1.6094379124341,0.00465155466021416
"1231","LATimes2","someday",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1232","LATimes2","speaker",1,777,0.00289017341040462,1.6094379124341,0.00465155466021416
"1233","LATimes2","sponsored",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1234","LATimes2","successors",1,777,0.00289017341040462,2.30258509299405,0.00665487021096545
"1235","LATimes2","summit",1,777,0.00289017341040462,1.6094379124341,0.00465155466021416
